from,to,sent_diff,created_at
user_395,user_111,2,2015-05-09T22:01:57Z
user_446,user_111,4,2015-05-16T17:55:00Z
user_476,user_111,-2,2015-05-21T19:04:43Z
user_516,user_111,1,2015-05-10T13:45:02Z
user_520,user_111,2,2015-05-09T18:10:22Z
user_556,user_111,1,2015-05-20T08:48:54Z
user_605,user_111,-1,2015-05-19T21:32:05Z
user_640,user_111,1,2015-05-11T21:19:34Z
user_703,user_111,2,2015-05-18T06:10:57Z
user_806,user_111,0,2015-05-08T09:10:02Z
user_847,user_111,4,2015-05-14T15:37:41Z
user_862,user_111,4,2015-05-09T13:18:41Z
user_907,user_111,4,2015-05-13T18:26:38Z
user_926,user_111,1,2015-05-21T12:24:48Z
user_928,user_111,4,2015-05-15T16:49:41Z
user_930,user_111,-1,2015-05-10T17:43:46Z
user_938,user_111,2,2015-05-18T20:46:31Z
user_955,user_111,1,2015-05-19T23:45:42Z
user_965,user_111,-1,2015-05-18T18:56:45Z
user_991,user_111,0,2015-05-11T21:27:35Z
user_1012,user_111,2,2015-05-12T07:10:55Z
user_1038,user_111,4,2015-05-18T14:26:26Z
user_1064,user_111,0,2015-05-13T17:39:47Z
user_1081,user_111,3,2015-05-10T21:33:18Z
user_5,user_112,2,2015-05-21T21:33:38Z
user_93,user_112,0,2015-05-16T19:44:34Z
user_106,user_112,3,2015-05-21T10:40:44Z
user_119,user_112,4,2015-05-15T20:13:51Z
user_127,user_112,4,2015-05-09T15:22:48Z
user_192,user_112,1,2015-05-09T12:55:37Z
user_194,user_112,-1,2015-05-15T09:17:58Z
user_211,user_112,3,2015-05-16T17:53:12Z
user_226,user_112,3,2015-05-19T15:10:18Z
user_228,user_112,1,2015-05-17T19:52:10Z
user_271,user_112,1,2015-05-16T11:59:52Z
user_280,user_112,3,2015-05-12T20:26:11Z
user_314,user_112,3,2015-05-15T04:48:31Z
user_324,user_112,2,2015-05-11T11:50:00Z
user_339,user_112,3,2015-05-21T14:46:39Z
user_341,user_112,2,2015-05-21T16:05:29Z
user_348,user_112,4,2015-05-17T15:21:52Z
user_367,user_112,4,2015-05-08T07:22:45Z
user_368,user_112,-1,2015-05-19T19:10:58Z
user_385,user_112,2,2015-05-15T23:22:51Z
user_391,user_112,2,2015-05-12T13:48:35Z
user_404,user_112,4,2015-05-14T16:56:35Z
user_413,user_112,2,2015-05-13T21:59:44Z
user_481,user_112,2,2015-05-20T20:54:09Z
user_501,user_112,4,2015-05-15T13:03:24Z
user_567,user_112,1,2015-05-20T20:53:55Z
user_602,user_112,1,2015-05-18T07:28:29Z
user_694,user_112,4,2015-05-15T20:04:55Z
user_704,user_112,2,2015-05-10T08:21:16Z
user_712,user_112,3,2015-05-07T18:55:17Z
user_730,user_112,3,2015-05-19T19:02:24Z
user_732,user_112,1,2015-05-19T15:19:28Z
user_738,user_112,3,2015-05-15T13:18:25Z
user_785,user_112,3,2015-05-20T12:23:20Z
user_884,user_112,1,2015-05-11T07:26:51Z
user_948,user_112,4,2015-05-07T18:54:30Z
user_967,user_112,4,2015-05-21T12:07:53Z
user_969,user_112,4,2015-05-21T14:47:35Z
user_970,user_112,2,2015-05-10T10:31:04Z
user_977,user_112,4,2015-05-10T19:00:17Z
user_997,user_112,2,2015-05-10T09:25:05Z
user_1003,user_112,2,2015-05-10T13:33:43Z
user_1004,user_112,3,2015-05-10T12:55:03Z
user_1026,user_112,4,2015-05-12T08:38:40Z
user_25,user_113,1,2015-05-12T21:23:22Z
user_60,user_113,1,2015-05-11T22:22:21Z
user_77,user_113,1,2015-05-15T19:56:49Z
user_102,user_113,3,2015-05-16T11:25:26Z
user_120,user_113,4,2015-05-13T16:31:47Z
user_160,user_113,3,2015-05-17T13:07:04Z
user_199,user_113,-1,2015-05-19T11:31:06Z
user_308,user_113,0,2015-05-06T01:51:35Z
user_364,user_113,3,2015-05-14T19:21:05Z
user_374,user_113,2,2015-05-07T18:24:49Z
user_550,user_113,3,2015-05-12T09:24:19Z
user_565,user_113,0,2015-05-18T22:12:20Z
user_567,user_113,1,2015-05-08T17:19:16Z
user_570,user_113,-2,2015-05-06T19:32:21Z
user_577,user_113,3,2015-05-19T07:49:10Z
user_630,user_113,1,2015-05-13T06:43:10Z
user_648,user_113,-0,2015-05-19T17:00:21Z
user_659,user_113,4,2015-05-19T21:36:34Z
user_670,user_113,3,2015-05-07T16:23:46Z
user_704,user_113,3,2015-05-07T21:38:21Z
user_754,user_113,2,2015-05-10T09:58:22Z
user_759,user_113,1,2015-05-18T14:11:12Z
user_772,user_113,2,2015-05-06T10:16:13Z
user_785,user_113,0,2015-05-09T10:02:55Z
user_786,user_113,4,2015-05-13T20:35:04Z
user_792,user_113,4,2015-05-15T17:28:30Z
user_841,user_113,1,2015-05-18T15:10:10Z
user_860,user_113,2,2015-05-10T23:18:19Z
user_881,user_113,1,2015-05-15T05:50:05Z
user_886,user_113,3,2015-05-19T21:15:44Z
user_919,user_113,2,2015-05-20T18:30:33Z
user_941,user_113,3,2015-05-17T09:44:02Z
user_962,user_113,2,2015-05-15T09:17:03Z
user_991,user_113,0,2015-05-09T20:05:48Z
user_1005,user_113,3,2015-05-17T21:28:42Z
user_1017,user_113,0,2015-05-21T13:00:47Z
user_1,user_114,0,2015-05-18T21:35:43Z
user_48,user_114,4,2015-05-18T21:12:55Z
user_67,user_114,1,2015-05-07T10:29:45Z
user_85,user_114,-2,2015-05-20T20:28:57Z
user_110,user_114,1,2015-05-21T07:49:47Z
user_239,user_114,3,2015-05-13T09:24:20Z
user_260,user_114,-1,2015-05-21T18:09:02Z
user_265,user_114,2,2015-05-13T07:39:55Z
user_291,user_114,2,2015-05-18T09:35:46Z
user_382,user_114,2,2015-05-17T12:42:18Z
user_493,user_114,3,2015-05-17T22:16:27Z
user_545,user_114,4,2015-05-14T09:17:04Z
user_582,user_114,0,2015-05-07T16:22:12Z
user_591,user_114,-1,2015-05-13T22:27:00Z
user_646,user_114,-1,2015-05-15T19:33:29Z
user_691,user_114,1,2015-05-17T20:22:40Z
user_743,user_114,3,2015-05-20T08:52:59Z
user_751,user_114,3,2015-05-18T20:33:00Z
user_812,user_114,1,2015-05-20T23:07:23Z
user_825,user_114,0,2015-05-20T10:09:05Z
user_859,user_114,2,2015-05-19T17:46:24Z
user_892,user_114,4,2015-05-17T10:58:36Z
user_933,user_114,2,2015-05-17T13:30:45Z
user_970,user_114,1,2015-05-21T09:10:28Z
user_1039,user_114,0,2015-05-13T10:23:42Z
user_1040,user_114,1,2015-05-17T10:38:03Z
user_1081,user_114,3,2015-05-18T13:15:32Z
user_1082,user_114,4,2015-05-21T16:23:37Z
user_1091,user_114,3,2015-05-11T12:57:48Z
user_1098,user_114,3,2015-05-10T13:25:35Z
user_27,user_115,-0,2015-05-13T20:45:10Z
user_30,user_115,-1,2015-05-06T22:36:13Z
user_167,user_115,3,2015-05-13T17:11:27Z
user_175,user_115,-1,2015-05-08T07:54:09Z
user_186,user_115,1,2015-05-21T18:08:53Z
user_196,user_115,2,2015-05-19T21:22:18Z
user_214,user_115,-2,2015-05-19T10:17:16Z
user_276,user_115,1,2015-05-19T13:51:58Z
user_304,user_115,-1,2015-05-18T21:53:20Z
user_317,user_115,1,2015-05-21T09:07:43Z
user_332,user_115,2,2015-05-21T09:34:30Z
user_334,user_115,3,2015-05-08T22:11:42Z
user_400,user_115,-0,2015-05-12T22:52:39Z
user_419,user_115,1,2015-05-17T21:48:25Z
user_604,user_115,0,2015-05-13T23:20:12Z
user_625,user_115,-4,2015-05-13T19:29:17Z
user_725,user_115,-0,2015-05-19T12:50:39Z
user_776,user_115,0,2015-05-19T10:23:37Z
user_784,user_115,-1,2015-05-12T14:52:10Z
user_798,user_115,-2,2015-05-16T12:24:35Z
user_820,user_115,-2,2015-05-09T11:34:02Z
user_831,user_115,3,2015-05-21T12:05:41Z
user_877,user_115,0,2015-05-11T20:43:46Z
user_883,user_115,-3,2015-05-11T21:53:26Z
user_892,user_115,4,2015-05-09T22:08:59Z
user_894,user_115,-1,2015-05-17T23:25:23Z
user_904,user_115,1,2015-05-06T22:29:23Z
user_926,user_115,-2,2015-05-08T22:39:43Z
user_966,user_115,3,2015-05-19T21:33:24Z
user_989,user_115,-1,2015-05-19T17:52:22Z
user_1014,user_115,1,2015-05-11T20:20:32Z
user_1049,user_115,-0,2015-05-19T11:38:14Z
user_1055,user_115,-3,2015-05-15T07:44:20Z
user_16,user_116,-2,2015-05-06T18:41:24Z
user_28,user_116,-2,2015-05-10T19:45:03Z
user_86,user_116,-1,2015-05-21T19:51:15Z
user_87,user_116,-0,2015-05-17T11:05:07Z
user_94,user_116,0,2015-05-20T10:05:08Z
user_149,user_116,2,2015-05-19T21:36:26Z
user_169,user_116,-0,2015-05-19T06:56:06Z
user_202,user_116,-2,2015-05-09T18:51:58Z
user_207,user_116,-3,2015-05-20T20:34:17Z
user_219,user_116,-1,2015-05-11T13:01:45Z
user_234,user_116,4,2015-05-21T19:36:34Z
user_244,user_116,4,2015-05-07T14:23:04Z
user_253,user_116,-0,2015-05-07T20:47:48Z
user_266,user_116,1,2015-05-17T20:36:37Z
user_281,user_116,1,2015-05-20T23:08:15Z
user_311,user_116,3,2015-05-14T12:07:26Z
user_379,user_116,-4,2015-05-19T08:39:33Z
user_495,user_116,2,2015-05-14T09:21:06Z
user_499,user_116,1,2015-05-11T07:52:28Z
user_501,user_116,0,2015-05-14T09:14:19Z
user_563,user_116,-4,2015-05-13T08:53:53Z
user_588,user_116,3,2015-05-07T20:00:23Z
user_665,user_116,-1,2015-05-16T11:56:44Z
user_716,user_116,-1,2015-05-10T13:08:13Z
user_729,user_116,-2,2015-05-09T00:17:50Z
user_735,user_116,2,2015-05-13T20:57:23Z
user_768,user_116,-0,2015-05-07T21:47:53Z
user_800,user_116,2,2015-05-20T17:21:30Z
user_886,user_116,3,2015-05-13T11:47:41Z
user_891,user_116,-1,2015-05-06T07:55:23Z
user_903,user_116,-3,2015-05-11T20:59:03Z
user_928,user_116,1,2015-05-19T17:07:02Z
user_940,user_116,-1,2015-05-19T16:55:14Z
user_968,user_116,2,2015-05-15T12:16:56Z
user_1009,user_116,-2,2015-05-11T07:43:04Z
user_1075,user_116,1,2015-05-08T19:39:07Z
user_48,user_117,3,2015-05-16T21:52:29Z
user_116,user_117,4,2015-05-19T07:00:16Z
user_216,user_117,3,2015-05-14T15:41:55Z
user_300,user_117,1,2015-05-20T23:27:51Z
user_375,user_117,2,2015-05-14T10:07:34Z
user_377,user_117,4,2015-05-21T19:54:40Z
user_385,user_117,2,2015-05-18T12:09:34Z
user_393,user_117,4,2015-05-21T17:51:48Z
user_419,user_117,2,2015-05-08T10:17:53Z
user_452,user_117,4,2015-05-12T11:27:27Z
user_459,user_117,1,2015-05-20T08:23:15Z
user_557,user_117,1,2015-05-09T13:33:35Z
user_561,user_117,4,2015-05-21T14:34:49Z
user_636,user_117,4,2015-05-09T13:10:09Z
user_637,user_117,3,2015-05-09T09:59:51Z
user_649,user_117,3,2015-05-18T07:49:56Z
user_875,user_117,3,2015-05-21T12:47:30Z
user_939,user_117,3,2015-05-11T21:23:12Z
user_972,user_117,3,2015-05-17T21:34:53Z
user_973,user_117,2,2015-05-16T22:22:49Z
user_1005,user_117,4,2015-05-07T03:08:22Z
user_1012,user_117,1,2015-05-15T18:06:16Z
user_1050,user_117,4,2015-05-11T15:59:29Z
user_1068,user_117,2,2015-05-15T06:27:20Z
user_1073,user_117,4,2015-05-14T20:26:23Z
user_1078,user_117,2,2015-05-18T09:24:14Z
user_1084,user_117,3,2015-05-17T17:47:29Z
user_34,user_118,3,2015-05-20T17:18:14Z
user_104,user_118,2,2015-05-16T15:27:48Z
user_111,user_118,4,2015-05-06T18:26:49Z
user_150,user_118,3,2015-05-17T19:14:35Z
user_188,user_118,3,2015-05-20T15:31:37Z
user_194,user_118,1,2015-05-18T15:30:52Z
user_220,user_118,1,2015-05-19T12:16:32Z
user_227,user_118,3,2015-05-17T13:27:07Z
user_254,user_118,2,2015-05-19T08:56:48Z
user_257,user_118,4,2015-05-10T20:46:01Z
user_352,user_118,3,2015-05-14T21:54:04Z
user_396,user_118,4,2015-05-18T11:01:55Z
user_417,user_118,2,2015-05-19T16:11:33Z
user_482,user_118,1,2015-05-15T14:23:19Z
user_559,user_118,1,2015-05-11T23:38:21Z
user_620,user_118,4,2015-05-20T14:42:02Z
user_633,user_118,3,2015-05-08T14:11:36Z
user_649,user_118,4,2015-05-21T21:02:26Z
user_701,user_118,3,2015-05-19T21:44:01Z
user_713,user_118,1,2015-05-15T09:08:19Z
user_714,user_118,2,2015-05-15T18:27:42Z
user_798,user_118,2,2015-05-21T14:16:48Z
user_817,user_118,3,2015-05-14T15:31:32Z
user_833,user_118,1,2015-05-21T19:37:07Z
user_874,user_118,3,2015-05-21T12:56:21Z
user_908,user_118,3,2015-05-07T01:28:47Z
user_967,user_118,3,2015-05-12T17:44:20Z
user_969,user_118,-0,2015-05-21T09:06:18Z
user_982,user_118,1,2015-05-20T11:16:40Z
user_1013,user_118,3,2015-05-21T23:52:56Z
user_1029,user_118,0,2015-05-20T07:38:39Z
user_1092,user_118,3,2015-05-06T20:23:15Z
user_1095,user_118,2,2015-05-18T16:37:24Z
user_39,user_119,1,2015-05-19T18:33:41Z
user_95,user_119,1,2015-05-18T17:14:30Z
user_97,user_119,4,2015-05-19T07:45:07Z
user_148,user_119,1,2015-05-20T22:11:26Z
user_162,user_119,4,2015-05-18T09:48:32Z
user_197,user_119,-0,2015-05-08T16:31:45Z
user_275,user_119,2,2015-05-16T10:49:48Z
user_315,user_119,1,2015-05-13T07:19:43Z
user_337,user_119,4,2015-05-12T16:34:30Z
user_383,user_119,3,2015-05-12T16:01:13Z
user_396,user_119,1,2015-05-17T19:08:56Z
user_419,user_119,1,2015-05-16T09:50:26Z
user_422,user_119,1,2015-05-19T07:16:18Z
user_438,user_119,-2,2015-05-12T09:53:42Z
user_446,user_119,3,2015-05-19T07:35:14Z
user_451,user_119,3,2015-05-13T14:47:21Z
user_482,user_119,3,2015-05-08T17:03:14Z
user_549,user_119,3,2015-05-15T14:19:25Z
user_562,user_119,1,2015-05-17T16:30:12Z
user_649,user_119,2,2015-05-17T21:31:16Z
user_655,user_119,-2,2015-05-09T22:19:27Z
user_668,user_119,2,2015-05-18T11:38:46Z
user_692,user_119,1,2015-05-08T08:48:24Z
user_697,user_119,3,2015-05-17T16:50:28Z
user_736,user_119,-2,2015-05-20T20:15:43Z
user_755,user_119,-1,2015-05-14T14:27:53Z
user_763,user_119,2,2015-05-08T13:06:59Z
user_777,user_119,1,2015-05-18T18:41:31Z
user_779,user_119,4,2015-05-12T09:57:19Z
user_816,user_119,0,2015-05-12T11:51:04Z
user_988,user_119,0,2015-05-16T14:28:31Z
user_1056,user_119,3,2015-05-06T21:40:36Z
user_1074,user_119,4,2015-05-21T22:33:36Z
user_23,user_120,-1,2015-05-16T16:05:19Z
user_131,user_120,2,2015-05-12T14:06:08Z
user_149,user_120,3,2015-05-16T21:17:54Z
user_162,user_120,4,2015-05-20T18:58:07Z
user_193,user_120,0,2015-05-13T09:41:25Z
user_281,user_120,4,2015-05-21T17:50:22Z
user_299,user_120,-1,2015-05-18T20:17:08Z
user_303,user_120,0,2015-05-10T09:48:56Z
user_382,user_120,4,2015-05-12T22:30:06Z
user_440,user_120,3,2015-05-11T16:20:54Z
user_454,user_120,-0,2015-05-16T13:17:16Z
user_542,user_120,-1,2015-05-07T18:36:27Z
user_561,user_120,4,2015-05-11T21:29:45Z
user_589,user_120,3,2015-05-21T12:13:10Z
user_595,user_120,-0,2015-05-16T17:29:18Z
user_616,user_120,2,2015-05-14T08:27:00Z
user_629,user_120,2,2015-05-21T19:42:28Z
user_664,user_120,0,2015-05-21T10:33:52Z
user_673,user_120,-3,2015-05-19T21:33:54Z
user_686,user_120,3,2015-05-15T06:33:15Z
user_692,user_120,3,2015-05-18T21:41:56Z
user_716,user_120,4,2015-05-07T19:13:21Z
user_726,user_120,4,2015-05-09T23:42:47Z
user_780,user_120,1,2015-05-07T11:01:38Z
user_792,user_120,4,2015-05-17T11:25:22Z
user_800,user_120,-2,2015-05-17T21:03:09Z
user_814,user_120,3,2015-05-11T21:27:11Z
user_840,user_120,3,2015-05-10T15:10:02Z
user_899,user_120,3,2015-05-11T10:01:47Z
user_932,user_120,4,2015-05-17T22:07:59Z
user_947,user_120,1,2015-05-14T21:24:01Z
user_952,user_120,2,2015-05-15T18:31:18Z
user_965,user_120,-1,2015-05-20T10:44:16Z
user_986,user_120,3,2015-05-12T19:48:29Z
user_1052,user_120,3,2015-05-20T21:38:50Z
user_1070,user_120,4,2015-05-14T13:28:36Z
user_1088,user_120,2,2015-05-07T19:45:31Z
user_3,user_121,4,2015-05-17T18:41:27Z
user_51,user_121,2,2015-05-13T14:25:14Z
user_55,user_121,2,2015-05-20T08:58:23Z
user_73,user_121,3,2015-05-11T20:30:12Z
user_86,user_121,-0,2015-05-21T09:17:33Z
user_135,user_121,2,2015-05-15T13:55:51Z
user_161,user_121,2,2015-05-17T16:11:52Z
user_216,user_121,1,2015-05-15T15:52:00Z
user_236,user_121,3,2015-05-10T22:42:12Z
user_319,user_121,2,2015-05-14T08:13:48Z
user_322,user_121,4,2015-05-17T20:23:13Z
user_339,user_121,4,2015-05-07T13:11:26Z
user_358,user_121,3,2015-05-20T15:21:36Z
user_398,user_121,2,2015-05-18T07:21:01Z
user_429,user_121,-2,2015-05-08T21:44:59Z
user_437,user_121,4,2015-05-09T13:34:11Z
user_438,user_121,-1,2015-05-20T21:55:49Z
user_439,user_121,3,2015-05-18T09:38:12Z
user_484,user_121,1,2015-05-16T09:59:02Z
user_528,user_121,3,2015-05-21T17:10:28Z
user_549,user_121,4,2015-05-15T14:44:48Z
user_620,user_121,2,2015-05-12T22:11:10Z
user_680,user_121,2,2015-05-08T17:38:32Z
user_699,user_121,0,2015-05-20T08:14:10Z
user_703,user_121,4,2015-05-08T21:27:31Z
user_730,user_121,3,2015-05-11T20:39:40Z
user_784,user_121,4,2015-05-19T22:14:13Z
user_787,user_121,-1,2015-05-10T19:04:32Z
user_841,user_121,-0,2015-05-11T21:14:29Z
user_906,user_121,2,2015-05-06T16:08:19Z
user_931,user_121,2,2015-05-06T15:11:40Z
user_941,user_121,3,2015-05-11T21:22:06Z
user_973,user_121,4,2015-05-07T09:10:07Z
user_1082,user_121,3,2015-05-19T13:23:37Z
user_1084,user_121,2,2015-05-21T19:36:46Z
user_1094,user_121,3,2015-05-18T16:27:48Z
user_59,user_122,3,2015-05-07T18:31:45Z
user_104,user_122,4,2015-05-18T12:30:22Z
user_109,user_122,0,2015-05-13T17:34:14Z
user_115,user_122,-2,2015-05-18T09:51:31Z
user_117,user_122,4,2015-05-21T21:47:11Z
user_126,user_122,1,2015-05-19T21:09:13Z
user_127,user_122,2,2015-05-14T18:59:25Z
user_157,user_122,1,2015-05-08T17:21:08Z
user_212,user_122,2,2015-05-21T14:17:13Z
user_248,user_122,1,2015-05-19T10:13:54Z
user_314,user_122,2,2015-05-15T10:01:29Z
user_384,user_122,4,2015-05-11T22:06:20Z
user_436,user_122,3,2015-05-09T16:50:16Z
user_532,user_122,0,2015-05-15T17:37:47Z
user_585,user_122,3,2015-05-18T13:16:33Z
user_642,user_122,2,2015-05-20T08:50:21Z
user_665,user_122,-2,2015-05-19T20:40:11Z
user_707,user_122,2,2015-05-09T07:46:27Z
user_710,user_122,1,2015-05-06T08:58:51Z
user_739,user_122,2,2015-05-20T20:18:47Z
user_793,user_122,0,2015-05-18T17:56:25Z
user_819,user_122,1,2015-05-19T21:33:28Z
user_836,user_122,2,2015-05-20T17:29:03Z
user_853,user_122,3,2015-05-11T21:43:13Z
user_858,user_122,1,2015-05-10T12:45:06Z
user_926,user_122,3,2015-05-15T12:49:19Z
user_994,user_122,-1,2015-05-16T20:41:23Z
user_1005,user_122,3,2015-05-16T13:02:43Z
user_1012,user_122,1,2015-05-13T21:13:57Z
user_1056,user_122,4,2015-05-16T20:57:39Z
user_1081,user_122,2,2015-05-09T22:08:28Z
user_18,user_123,-0,2015-05-11T17:18:00Z
user_119,user_123,2,2015-05-18T08:30:03Z
user_131,user_123,4,2015-05-20T11:50:17Z
user_181,user_123,3,2015-05-14T13:25:56Z
user_207,user_123,2,2015-05-09T21:46:39Z
user_211,user_123,3,2015-05-19T19:56:09Z
user_255,user_123,2,2015-05-14T22:00:06Z
user_277,user_123,-1,2015-05-18T14:03:17Z
user_333,user_123,4,2015-05-08T14:03:50Z
user_449,user_123,4,2015-05-17T10:54:12Z
user_457,user_123,1,2015-05-16T20:20:42Z
user_460,user_123,3,2015-05-19T22:23:01Z
user_517,user_123,3,2015-05-15T23:02:29Z
user_553,user_123,3,2015-05-19T22:17:48Z
user_566,user_123,2,2015-05-09T08:43:54Z
user_572,user_123,1,2015-05-15T23:35:09Z
user_620,user_123,4,2015-05-07T11:57:49Z
user_730,user_123,2,2015-05-18T12:22:18Z
user_768,user_123,2,2015-05-21T12:21:55Z
user_782,user_123,-1,2015-05-21T08:53:14Z
user_795,user_123,0,2015-05-21T10:50:56Z
user_796,user_123,-1,2015-05-06T22:17:17Z
user_856,user_123,4,2015-05-06T11:25:33Z
user_872,user_123,1,2015-05-20T07:57:08Z
user_892,user_123,2,2015-05-11T17:52:37Z
user_893,user_123,1,2015-05-18T18:16:27Z
user_910,user_123,1,2015-05-15T21:59:20Z
user_964,user_123,3,2015-05-18T21:07:21Z
user_996,user_123,2,2015-05-21T20:23:50Z
user_1029,user_123,0,2015-05-08T20:22:22Z
user_1049,user_123,3,2015-05-09T12:33:17Z
user_25,user_124,4,2015-05-21T18:41:34Z
user_40,user_124,3,2015-05-16T22:13:01Z
user_59,user_124,0,2015-05-12T10:49:23Z
user_91,user_124,2,2015-05-20T23:59:26Z
user_103,user_124,-0,2015-05-21T20:16:09Z
user_146,user_124,1,2015-05-10T20:40:53Z
user_190,user_124,1,2015-05-20T08:33:57Z
user_246,user_124,4,2015-05-18T05:09:28Z
user_272,user_124,3,2015-05-16T19:08:30Z
user_278,user_124,1,2015-05-18T08:54:58Z
user_346,user_124,2,2015-05-21T22:10:29Z
user_352,user_124,4,2015-05-21T13:27:58Z
user_400,user_124,1,2015-05-18T08:34:30Z
user_425,user_124,-1,2015-05-10T11:34:56Z
user_427,user_124,3,2015-05-21T22:07:35Z
user_439,user_124,-0,2015-05-16T13:00:31Z
user_440,user_124,2,2015-05-13T17:33:33Z
user_442,user_124,3,2015-05-18T20:29:47Z
user_450,user_124,-2,2015-05-11T22:20:57Z
user_464,user_124,0,2015-05-19T22:36:02Z
user_467,user_124,3,2015-05-17T17:17:37Z
user_469,user_124,-1,2015-05-13T08:27:13Z
user_573,user_124,2,2015-05-08T20:06:56Z
user_671,user_124,1,2015-05-18T12:52:32Z
user_673,user_124,2,2015-05-14T14:35:33Z
user_744,user_124,2,2015-05-21T13:58:26Z
user_756,user_124,3,2015-05-09T22:47:09Z
user_764,user_124,2,2015-05-19T21:41:12Z
user_781,user_124,-1,2015-05-17T14:41:27Z
user_908,user_124,0,2015-05-07T20:15:06Z
user_926,user_124,4,2015-05-12T19:15:55Z
user_971,user_124,-0,2015-05-14T08:12:48Z
user_992,user_124,2,2015-05-20T08:00:03Z
user_994,user_124,2,2015-05-12T07:15:21Z
user_1045,user_124,0,2015-05-18T06:39:53Z
user_1063,user_124,3,2015-05-09T19:34:47Z
user_1097,user_124,-1,2015-05-16T08:24:34Z
user_13,user_125,1,2015-05-11T11:21:36Z
user_18,user_125,-4,2015-05-18T06:45:03Z
user_33,user_125,1,2015-05-12T20:13:07Z
user_50,user_125,4,2015-05-19T19:46:40Z
user_95,user_125,-1,2015-05-19T10:20:14Z
user_147,user_125,4,2015-05-15T17:34:49Z
user_216,user_125,-0,2015-05-12T06:31:30Z
user_329,user_125,1,2015-05-13T09:54:01Z
user_337,user_125,2,2015-05-12T09:44:02Z
user_365,user_125,1,2015-05-18T08:13:13Z
user_378,user_125,-3,2015-05-19T20:57:34Z
user_416,user_125,-4,2015-05-09T12:27:17Z
user_425,user_125,0,2015-05-14T20:24:48Z
user_437,user_125,2,2015-05-20T10:36:55Z
user_444,user_125,2,2015-05-10T22:37:07Z
user_445,user_125,-2,2015-05-15T08:40:24Z
user_476,user_125,-2,2015-05-11T20:53:45Z
user_519,user_125,-2,2015-05-21T09:24:06Z
user_524,user_125,1,2015-05-21T19:54:59Z
user_538,user_125,0,2015-05-11T21:40:21Z
user_586,user_125,4,2015-05-17T21:02:40Z
user_594,user_125,-3,2015-05-17T16:11:52Z
user_658,user_125,4,2015-05-17T09:27:06Z
user_725,user_125,-0,2015-05-06T14:53:41Z
user_744,user_125,0,2015-05-10T13:53:10Z
user_791,user_125,-2,2015-05-21T07:55:42Z
user_807,user_125,0,2015-05-21T16:38:49Z
user_830,user_125,-3,2015-05-07T19:23:27Z
user_848,user_125,3,2015-05-15T15:53:58Z
user_908,user_125,0,2015-05-11T17:45:11Z
user_913,user_125,-2,2015-05-12T23:00:23Z
user_928,user_125,-2,2015-05-12T11:05:12Z
user_1028,user_125,-2,2015-05-18T09:22:06Z
user_1057,user_125,1,2015-05-20T17:41:24Z
user_1071,user_125,-2,2015-05-16T22:17:43Z
user_1099,user_125,-1,2015-05-11T21:44:20Z
user_44,user_126,2,2015-05-12T17:25:07Z
user_83,user_126,1,2015-05-19T22:56:40Z
user_162,user_126,4,2015-05-21T13:44:44Z
user_186,user_126,1,2015-05-20T06:46:46Z
user_206,user_126,3,2015-05-09T21:13:07Z
user_235,user_126,0,2015-05-10T15:30:47Z
user_253,user_126,3,2015-05-15T10:14:09Z
user_343,user_126,1,2015-05-14T20:54:47Z
user_400,user_126,4,2015-05-09T13:03:48Z
user_434,user_126,-0,2015-05-17T19:42:31Z
user_436,user_126,3,2015-05-12T06:24:40Z
user_500,user_126,3,2015-05-12T07:56:10Z
user_565,user_126,2,2015-05-09T23:47:23Z
user_576,user_126,4,2015-05-08T18:48:18Z
user_579,user_126,2,2015-05-19T16:01:26Z
user_585,user_126,0,2015-05-18T15:49:54Z
user_663,user_126,3,2015-05-20T19:33:43Z
user_758,user_126,0,2015-05-11T11:21:46Z
user_821,user_126,2,2015-05-21T22:11:11Z
user_847,user_126,1,2015-05-19T18:09:03Z
user_850,user_126,3,2015-05-19T20:42:07Z
user_860,user_126,-1,2015-05-06T23:10:16Z
user_869,user_126,4,2015-05-17T15:44:26Z
user_896,user_126,-0,2015-05-12T14:20:06Z
user_927,user_126,1,2015-05-21T16:23:09Z
user_968,user_126,3,2015-05-06T21:33:30Z
user_1006,user_126,4,2015-05-21T23:02:28Z
user_1009,user_126,3,2015-05-08T16:20:17Z
user_1014,user_126,4,2015-05-12T06:49:16Z
user_1073,user_126,3,2015-05-20T23:46:02Z
user_1098,user_126,2,2015-05-09T17:18:58Z
user_12,user_127,4,2015-05-14T21:12:27Z
user_15,user_127,2,2015-05-10T16:05:39Z
user_47,user_127,-2,2015-05-14T20:25:09Z
user_71,user_127,2,2015-05-20T08:32:55Z
user_102,user_127,2,2015-05-13T16:39:49Z
user_117,user_127,3,2015-05-14T23:02:08Z
user_148,user_127,3,2015-05-20T22:41:24Z
user_220,user_127,1,2015-05-16T20:55:56Z
user_242,user_127,2,2015-05-15T00:38:29Z
user_286,user_127,1,2015-05-13T22:14:08Z
user_370,user_127,2,2015-05-20T16:41:02Z
user_453,user_127,2,2015-05-18T05:27:33Z
user_459,user_127,0,2015-05-21T11:37:56Z
user_463,user_127,2,2015-05-16T21:21:48Z
user_504,user_127,2,2015-05-19T21:31:56Z
user_521,user_127,3,2015-05-07T17:23:33Z
user_575,user_127,2,2015-05-15T09:14:30Z
user_622,user_127,3,2015-05-16T13:39:31Z
