from,to,time,cascade_id
493,984,7,205
318,93,8,205
694,93,8,205
318,493,8,205
694,493,8,205
319,493,8,205
1038,493,8,205
551,694,9,205
551,319,9,205
551,1038,9,205
551,318,9,205
388,551,10,205
216,1102,0,206
861,216,1,206
284,757,0,208
703,445,0,210
314,703,1,210
622,770,0,211
850,622,1,211
912,622,1,211
86,850,2,211
86,912,2,211
140,83,0,216
484,83,0,216
237,685,0,218
954,685,0,218
273,237,1,218
273,954,1,218
262,273,2,218
38,262,3,218
291,262,3,218
840,262,3,218
640,840,4,218
786,840,4,218
640,291,4,218
786,291,4,218
640,38,4,218
786,38,4,218
772,38,4,218
808,38,4,218
573,772,5,218
689,772,5,218
573,786,5,218
689,786,5,218
204,786,5,218
345,786,5,218
573,808,5,218
689,808,5,218
204,808,5,218
345,808,5,218
743,808,5,218
754,808,5,218
573,640,5,218
689,640,5,218
204,640,5,218
345,640,5,218
743,640,5,218
754,640,5,218
620,640,5,218
1493,204,6,218
1493,345,6,218
851,345,6,218
1493,689,6,218
851,689,6,218
545,689,6,218
1493,743,6,218
851,743,6,218
545,743,6,218
941,743,6,218
1493,754,6,218
851,754,6,218
545,754,6,218
941,754,6,218
426,754,6,218
109,851,7,218
109,426,7,218
398,426,7,218
109,941,7,218
398,941,7,218
40,941,7,218
109,1493,7,218
398,1493,7,218
40,1493,7,218
315,40,8,218
1033,40,8,218
315,109,8,218
1033,109,8,218
5,109,8,218
321,109,8,218
315,398,8,218
1033,398,8,218
5,398,8,218
321,398,8,218
7,398,8,218
778,398,8,218
704,1033,9,218
1438,1033,9,218
704,5,9,218
1438,5,9,218
704,7,9,218
1438,7,9,218
985,7,9,218
704,778,9,218
1438,778,9,218
985,778,9,218
810,778,9,218
704,315,9,218
1438,315,9,218
985,315,9,218
810,315,9,218
595,315,9,218
704,321,9,218
1438,321,9,218
985,321,9,218
810,321,9,218
595,321,9,218
142,321,9,218
517,142,10,218
675,142,10,218
517,595,10,218
675,595,10,218
517,985,10,218
675,985,10,218
374,985,10,218
900,985,10,218
517,1438,10,218
675,1438,10,218
374,1438,10,218
900,1438,10,218
517,704,10,218
675,704,10,218
374,704,10,218
900,704,10,218
977,704,10,218
1301,704,10,218
1307,1301,11,218
1372,1301,11,218
1307,374,11,218
1372,374,11,218
1307,900,11,218
1372,900,11,218
934,900,11,218
1307,517,11,218
1372,517,11,218
934,517,11,218
456,517,11,218
1307,675,11,218
1372,675,11,218
934,675,11,218
456,675,11,218
225,675,11,218
1307,977,11,218
1372,977,11,218
934,977,11,218
456,977,11,218
225,977,11,218
1250,456,12,218
1250,934,12,218
432,1250,13,218
1455,1250,13,218
821,432,14,218
849,432,14,218
861,432,14,218
1073,861,15,218
1073,849,15,218
455,849,15,218
628,849,15,218
1073,821,15,218
455,821,15,218
628,821,15,218
476,1073,16,218
476,628,16,218
357,628,16,218
476,455,16,218
357,455,16,218
504,476,17,218
602,476,17,218
504,357,17,218
602,357,17,218
711,504,18,218
533,711,19,218
89,533,20,218
141,533,20,218
692,533,20,218
1407,141,21,218
1407,692,21,218
1407,89,21,218
113,89,21,218
497,89,21,218
795,497,22,218
1188,497,22,218
795,113,22,218
1188,113,22,218
377,113,22,218
748,113,22,218
795,1407,22,218
1188,1407,22,218
377,1407,22,218
748,1407,22,218
1380,1407,22,218
182,377,23,218
189,377,23,218
190,377,23,218
196,377,23,218
182,1188,23,218
189,1188,23,218
190,1188,23,218
196,1188,23,218
1139,1188,23,218
182,795,23,218
189,795,23,218
190,795,23,218
196,795,23,218
1139,795,23,218
525,795,23,218
908,795,23,218
794,525,24,218
794,908,24,218
320,908,24,218
447,908,24,218
794,189,24,218
320,189,24,218
447,189,24,218
536,189,24,218
794,196,24,218
320,196,24,218
447,196,24,218
536,196,24,218
794,190,24,218
320,190,24,218
447,190,24,218
536,190,24,218
259,190,24,218
794,1139,24,218
320,1139,24,218
447,1139,24,218
536,1139,24,218
259,1139,24,218
106,320,25,218
726,320,25,218
106,536,25,218
726,536,25,218
106,447,25,218
726,447,25,218
106,259,25,218
726,259,25,218
297,259,25,218
106,794,25,218
726,794,25,218
297,794,25,218
158,794,25,218
160,794,25,218
1088,794,25,218
459,160,26,218
498,160,26,218
813,160,26,218
459,106,26,218
498,106,26,218
813,106,26,218
459,297,26,218
498,297,26,218
813,297,26,218
85,297,26,218
370,297,26,218
996,297,26,218
459,726,26,218
498,726,26,218
813,726,26,218
85,726,26,218
370,726,26,218
996,726,26,218
1132,726,26,218
240,85,27,218
240,459,27,218
964,459,27,218
240,813,27,218
964,813,27,218
415,813,27,218
240,996,27,218
964,996,27,218
415,996,27,218
612,964,28,218
612,240,28,218
612,415,28,218
152,415,28,218
337,415,28,218
994,415,28,218
171,152,29,218
171,612,29,218
454,612,29,218
491,454,30,218
929,454,30,218
149,491,31,218
149,929,31,218
687,929,31,218
693,929,31,218
122,693,32,218
122,149,32,218
73,149,32,218
122,687,32,218
73,687,32,218
314,122,33,218
581,122,33,218
314,73,33,218
581,73,33,218
644,73,33,218
360,581,34,218
360,644,34,218
360,314,34,218
376,360,35,218
535,360,35,218
591,360,35,218
1256,360,35,218
274,591,36,218
274,376,36,218
247,376,36,218
274,535,36,218
247,535,36,218
274,1256,36,218
247,1256,36,218
568,122,0,223
548,568,1,223
425,443,0,225
227,416,0,227
1146,791,0,229
1288,791,0,229
454,1288,1,229
454,1146,1,229
54,454,2,229
367,454,2,229
75,76,0,230
125,76,0,230
698,75,1,230
698,125,1,230
320,698,2,230
538,698,2,230
139,320,3,230
204,139,4,230
432,139,4,230
959,139,4,230
1010,139,4,230
1054,139,4,230
221,204,5,230
534,204,5,230
221,959,5,230
534,959,5,230
221,1054,5,230
534,1054,5,230
221,432,5,230
534,432,5,230
413,432,5,230
524,432,5,230
221,1010,5,230
534,1010,5,230
413,1010,5,230
524,1010,5,230
96,534,6,230
96,524,6,230
96,413,6,230
390,413,6,230
161,390,7,230
161,96,7,230
360,96,7,230
827,96,7,230
765,360,8,230
765,161,8,230
495,161,8,230
934,161,8,230
765,827,8,230
495,827,8,230
934,827,8,230
138,827,8,230
422,827,8,230
1100,422,9,230
1100,138,9,230
415,1100,10,230
557,1100,10,230
1056,1100,10,230
3,557,11,230
806,557,11,230
1423,557,11,230
3,1056,11,230
806,1056,11,230
1423,1056,11,230
979,1423,12,230
1176,1423,12,230
1200,1423,12,230
1222,1423,12,230
979,806,12,230
1176,806,12,230
1200,806,12,230
1222,806,12,230
414,806,12,230
979,3,12,230
1176,3,12,230
1200,3,12,230
1222,3,12,230
414,3,12,230
85,3,12,230
92,3,12,230
576,414,13,230
579,414,13,230
747,414,13,230
805,414,13,230
576,85,13,230
579,85,13,230
747,85,13,230
805,85,13,230
576,1222,13,230
579,1222,13,230
747,1222,13,230
805,1222,13,230
576,1176,13,230
579,1176,13,230
747,1176,13,230
805,1176,13,230
576,1200,13,230
579,1200,13,230
747,1200,13,230
805,1200,13,230
576,979,13,230
579,979,13,230
747,979,13,230
805,979,13,230
576,92,13,230
579,92,13,230
747,92,13,230
805,92,13,230
1223,1343,0,231
1118,1159,0,232
1309,1341,0,233
824,708,0,236
846,708,0,236
889,708,0,236
885,846,1,236
885,824,1,236
885,889,1,236
150,889,1,236
216,150,2,236
536,150,2,236
216,885,2,236
536,885,2,236
110,536,3,236
995,110,4,236
1038,110,4,236
71,1038,5,236
71,995,5,236
73,995,5,236
855,995,5,236
642,73,6,236
642,71,6,236
642,855,6,236
142,855,6,236
355,855,6,236
244,642,7,236
244,355,7,236
359,355,7,236
989,355,7,236
244,142,7,236
359,142,7,236
989,142,7,236
50,244,8,236
428,244,8,236
50,989,8,236
428,989,8,236
597,989,8,236
151,597,9,236
151,428,9,236
406,428,9,236
151,50,9,236
406,50,9,236
450,50,9,236
914,151,10,236
918,914,11,236
77,918,12,236
236,918,12,236
469,77,13,236
40,928,0,239
456,833,0,241
1045,833,0,241
135,1045,1,241
248,780,0,242
1000,780,0,242
239,1000,1,242
239,248,1,242
1375,248,1,242
210,239,2,242
210,1375,2,242
1140,1247,0,244
1226,1198,0,245
1411,1384,0,246
493,1411,1,246
633,1062,0,250
203,191,0,251
837,191,0,251
1015,191,0,251
650,203,1,251
650,1015,1,251
744,1015,1,251
650,837,1,251
744,837,1,251
288,650,2,251
409,650,2,251
288,744,2,251
409,744,2,251
117,744,2,251
456,288,3,251
456,409,3,251
309,409,3,251
853,409,3,251
1080,409,3,251
456,117,3,251
309,117,3,251
853,117,3,251
1080,117,3,251
344,456,4,251
775,456,4,251
344,1080,4,251
775,1080,4,251
344,309,4,251
775,309,4,251
810,309,4,251
316,810,5,251
316,344,5,251
1330,1440,0,252
1423,1440,0,252
969,1049,0,254
398,725,0,255
829,725,0,255
420,1107,0,256
1428,1421,0,258
88,103,0,260
605,103,0,260
835,103,0,260
233,605,1,260
937,605,1,260
233,835,1,260
937,835,1,260
233,88,1,260
937,88,1,260
149,88,1,260
499,88,1,260
838,937,2,260
838,499,2,260
838,233,2,260
525,233,2,260
838,149,2,260
525,149,2,260
423,838,3,260
423,525,3,260
137,525,3,260
159,137,4,260
996,159,5,260
308,996,6,260
1275,1400,0,261
730,734,0,264
341,595,0,265
613,421,0,266
895,421,0,266
996,421,0,266
156,613,1,266
286,613,1,266
156,996,1,266
286,996,1,266
156,895,1,266
286,895,1,266
240,895,1,266
413,419,0,267
943,419,0,267
347,943,1,267
1012,943,1,267
347,413,1,267
1012,413,1,267
502,1012,2,267
502,347,2,267
266,502,3,267
1360,502,3,267
335,1064,0,269
282,335,1,269
907,335,1,269
332,907,2,269
378,907,2,269
332,282,2,269
378,282,2,269
329,282,2,269
450,282,2,269
614,282,2,269
913,282,2,269
440,913,3,269
613,913,3,269
440,329,3,269
613,329,3,269
440,614,3,269
613,614,3,269
440,378,3,269
613,378,3,269
600,378,3,269
805,378,3,269
440,450,3,269
613,450,3,269
600,450,3,269
805,450,3,269
1,450,3,269
418,450,3,269
440,332,3,269
613,332,3,269
600,332,3,269
805,332,3,269
1,332,3,269
418,332,3,269
401,332,3,269
959,805,4,269
959,613,4,269
959,418,4,269
782,418,4,269
959,600,4,269
782,600,4,269
40,600,4,269
959,440,4,269
782,440,4,269
40,440,4,269
959,401,4,269
782,401,4,269
40,401,4,269
70,401,4,269
959,1,4,269
782,1,4,269
40,1,4,269
70,1,4,269
63,1,4,269
620,959,5,269
620,63,5,269
620,40,5,269
512,672,0,270
1132,1175,0,271
26,893,0,273
1016,26,1,273
223,189,0,274
1406,223,1,274
324,113,0,277
462,113,0,277
923,113,0,277
777,462,1,277
796,462,1,277
347,777,2,277
347,796,2,277
77,826,0,278
1096,826,0,278
469,77,1,278
746,469,2,278
135,746,3,278
568,746,3,278
187,736,0,282
1013,187,1,282
360,1013,2,282
503,23,0,285
423,71,0,286
773,71,0,286
973,71,0,286
228,973,1,286
663,973,1,286
228,773,1,286
663,773,1,286
1007,773,1,286
228,423,1,286
663,423,1,286
1007,423,1,286
467,663,2,286
467,228,2,286
467,1007,2,286
256,1007,2,286
363,256,3,286
846,256,3,286
363,467,3,286
846,467,3,286
106,611,0,290
973,611,0,290
522,239,0,291
856,4,0,292
325,786,0,294
1210,1395,0,296
1231,1210,1,296
469,945,0,298
819,945,0,298
507,819,1,298
1148,58,0,300
218,179,0,303
247,179,0,303
27,218,1,303
627,218,1,303
27,247,1,303
627,247,1,303
501,247,1,303
631,247,1,303
15,27,2,303
538,27,2,303
15,631,2,303
538,631,2,303
83,631,2,303
15,501,2,303
538,501,2,303
83,501,2,303
15,627,2,303
538,627,2,303
83,627,2,303
800,627,2,303
837,627,2,303
851,837,3,303
851,15,3,303
548,15,3,303
851,538,3,303
548,538,3,303
944,851,4,303
944,548,4,303
30,548,4,303
283,944,5,303
283,30,5,303
952,30,5,303
1347,952,6,303
290,588,0,304
1242,1278,0,305
1365,1242,1,305
1063,234,0,306
722,319,0,307
907,319,0,307
1307,907,1,307
1307,722,1,307
680,1012,0,308
696,914,0,309
1229,914,0,309
234,696,1,309
253,696,1,309
904,696,1,309
234,1229,1,309
253,1229,1,309
904,1229,1,309
1350,1229,1,309
510,253,2,309
965,253,2,309
310,965,3,309
703,965,3,309
310,510,3,309
703,510,3,309
1023,703,4,309
1023,310,4,309
1008,310,4,309
1025,310,4,309
309,1025,5,309
1454,1025,5,309
309,1008,5,309
1454,1008,5,309
309,1023,5,309
1454,1023,5,309
1444,1454,6,309
1444,309,6,309
540,309,6,309
286,540,7,309
581,540,7,309
286,1444,7,309
581,1444,7,309
555,581,8,309
630,581,8,309
555,286,8,309
630,286,8,309
20,630,9,309
304,630,9,309
20,555,9,309
304,555,9,309
381,304,10,309
386,304,10,309
381,20,10,309
386,20,10,309
223,386,11,309
947,386,11,309
977,386,11,309
1004,386,11,309
223,381,11,309
947,381,11,309
977,381,11,309
1004,381,11,309
55,223,12,309
537,223,12,309
55,977,12,309
537,977,12,309
432,977,12,309
1035,977,12,309
55,947,12,309
537,947,12,309
432,947,12,309
1035,947,12,309
55,1004,12,309
537,1004,12,309
432,1004,12,309
1035,1004,12,309
591,55,13,309
591,432,13,309
591,537,13,309
717,537,13,309
591,1035,13,309
717,1035,13,309
79,717,14,309
79,591,14,309
1054,79,15,309
1359,1437,0,311
38,203,0,314
500,142,0,317
225,500,1,317
368,225,2,317
553,225,2,317
945,225,2,317
836,368,3,317
836,553,3,317
836,945,3,317
470,836,4,317
535,836,4,317
656,836,4,317
590,656,5,317
959,656,5,317
590,535,5,317
959,535,5,317
505,535,5,317
1039,535,5,317
314,1039,6,317
333,1039,6,317
314,959,6,317
333,959,6,317
314,505,6,317
333,505,6,317
683,505,6,317
314,590,6,317
333,590,6,317
683,590,6,317
365,683,7,317
254,1072,0,319
267,543,0,320
591,1223,0,322
91,391,0,323
543,91,1,323
263,784,0,324
890,784,0,324
175,890,1,324
175,263,1,324
502,175,2,324
511,175,2,324
882,502,3,324
1001,502,3,324
882,511,3,324
1001,511,3,324
1046,511,3,324
588,882,4,324
383,653,0,328
981,653,0,328
231,383,1,328
231,981,1,328
876,231,2,328
900,231,2,328
703,900,3,328
687,703,4,328
37,687,5,328
930,687,5,328
330,846,0,330
826,846,0,330
301,826,1,330
363,826,1,330
546,826,1,330
301,330,1,330
363,330,1,330
546,330,1,330
107,330,1,330
715,330,1,330
230,301,2,330
620,301,2,330
230,107,2,330
620,107,2,330
844,107,2,330
230,546,2,330
620,546,2,330
844,546,2,330
868,546,2,330
904,546,2,330
1088,546,2,330
230,715,2,330
620,715,2,330
844,715,2,330
868,715,2,330
904,715,2,330
1088,715,2,330
544,715,2,330
704,715,2,330
1092,715,2,330
230,363,2,330
620,363,2,330
844,363,2,330
868,363,2,330
904,363,2,330
1088,363,2,330
544,363,2,330
704,363,2,330
1092,363,2,330
455,868,3,330
455,704,3,330
378,704,3,330
804,704,3,330
455,844,3,330
378,844,3,330
804,844,3,330
138,844,3,330
455,1092,3,330
378,1092,3,330
804,1092,3,330
138,1092,3,330
914,1092,3,330
455,1088,3,330
378,1088,3,330
804,1088,3,330
138,1088,3,330
914,1088,3,330
455,904,3,330
378,904,3,330
804,904,3,330
138,904,3,330
914,904,3,330
1190,904,3,330
455,620,3,330
378,620,3,330
804,620,3,330
138,620,3,330
914,620,3,330
1190,620,3,330
389,620,3,330
455,230,3,330
378,230,3,330
804,230,3,330
138,230,3,330
914,230,3,330
1190,230,3,330
389,230,3,330
147,230,3,330
137,804,4,330
407,804,4,330
137,914,4,330
407,914,4,330
527,914,4,330
137,389,4,330
407,389,4,330
527,389,4,330
85,389,4,330
712,389,4,330
137,378,4,330
407,378,4,330
527,378,4,330
85,378,4,330
712,378,4,330
539,378,4,330
137,147,4,330
407,147,4,330
527,147,4,330
85,147,4,330
712,147,4,330
539,147,4,330
137,455,4,330
407,455,4,330
527,455,4,330
85,455,4,330
712,455,4,330
539,455,4,330
82,455,4,330
137,1190,4,330
407,1190,4,330
527,1190,4,330
85,1190,4,330
712,1190,4,330
539,1190,4,330
82,1190,4,330
137,138,4,330
407,138,4,330
527,138,4,330
85,138,4,330
712,138,4,330
539,138,4,330
82,138,4,330
915,85,5,330
915,539,5,330
717,539,5,330
915,527,5,330
717,527,5,330
598,527,5,330
896,527,5,330
915,82,5,330
717,82,5,330
598,82,5,330
896,82,5,330
953,82,5,330
915,137,5,330
717,137,5,330
598,137,5,330
896,137,5,330
953,137,5,330
915,712,5,330
717,712,5,330
598,712,5,330
896,712,5,330
953,712,5,330
915,407,5,330
717,407,5,330
598,407,5,330
896,407,5,330
953,407,5,330
791,717,6,330
791,915,6,330
496,748,0,332
480,496,1,332
673,480,2,332
522,673,3,332
992,1101,0,337
171,992,1,337
972,992,1,337
416,972,2,337
416,171,2,337
295,599,0,338
471,295,1,338
107,848,0,339
306,956,0,340
385,433,0,342
399,385,1,342
654,385,1,342
76,399,2,342
200,399,2,342
76,654,2,342
200,654,2,342
138,1061,0,343
191,1061,0,343
322,1061,0,343
948,1061,0,343
363,322,1,343
363,948,1,343
66,948,1,343
377,948,1,343
464,948,1,343
363,191,1,343
66,191,1,343
377,191,1,343
464,191,1,343
269,66,2,343
269,363,2,343
269,377,2,343
269,464,2,343
343,464,2,343
443,414,0,344
805,414,0,344
23,805,1,344
1025,805,1,344
282,23,2,344
517,23,2,344
282,1025,2,344
517,1025,2,344
304,282,3,344
944,901,0,345
292,944,1,345
759,944,1,345
1076,759,2,345
1076,292,2,345
375,292,2,345
632,375,3,345
1108,375,3,345
632,1076,3,345
1108,1076,3,345
743,632,4,345
1083,632,4,345
879,1083,5,345
946,1083,5,345
879,743,5,345
946,743,5,345
823,743,5,345
1022,743,5,345
128,879,6,345
500,879,6,345
128,823,6,345
500,823,6,345
128,1022,6,345
500,1022,6,345
128,946,6,345
500,946,6,345
364,500,7,345
429,500,7,345
364,128,7,345
429,128,7,345
803,128,7,345
26,803,8,345
217,803,8,345
1002,803,8,345
26,429,8,345
217,429,8,345
1002,429,8,345
948,429,8,345
1016,429,8,345
26,364,8,345
217,364,8,345
1002,364,8,345
948,364,8,345
1016,364,8,345
790,948,9,345
790,217,9,345
790,1002,9,345
790,1016,9,345
852,1016,9,345
1253,1016,9,345
1448,1253,10,345
1448,790,10,345
219,790,10,345
451,790,10,345
1448,852,10,345
219,852,10,345
451,852,10,345
543,852,10,345
1011,852,10,345
46,543,11,345
949,543,11,345
46,451,11,345
949,451,11,345
84,451,11,345
410,451,11,345
46,1448,11,345
949,1448,11,345
84,1448,11,345
410,1448,11,345
46,1011,11,345
949,1011,11,345
84,1011,11,345
410,1011,11,345
38,1011,11,345
697,38,12,345
697,84,12,345
798,84,12,345
697,410,12,345
798,410,12,345
660,410,12,345
697,46,12,345
798,46,12,345
660,46,12,345
478,46,12,345
697,949,12,345
798,949,12,345
660,949,12,345
478,949,12,345
1064,949,12,345
196,798,13,345
196,478,13,345
196,697,13,345
267,697,13,345
535,267,14,345
535,196,14,345
370,448,0,348
803,448,0,348
982,448,0,348
82,982,1,348
82,370,1,348
82,803,1,348
145,82,2,348
1235,200,0,350
1258,1328,0,352
526,762,0,353
974,762,0,353
22,1178,0,354
1194,1178,0,354
620,24,0,357
924,24,0,357
700,924,1,357
700,620,1,357
866,620,1,357
62,700,2,357
62,866,2,357
342,21,0,359
353,21,0,359
914,21,0,359
433,353,1,359
925,353,1,359
433,342,1,359
925,342,1,359
146,342,1,359
618,342,1,359
433,914,1,359
925,914,1,359
146,914,1,359
618,914,1,359
167,914,1,359
1229,914,1,359
1038,167,2,359
1038,618,2,359
1038,925,2,359
1038,1229,2,359
1175,1229,2,359
1321,1229,2,359
178,1038,3,359
523,1038,3,359
178,1175,3,359
523,1175,3,359
188,178,4,359
607,178,4,359
446,188,5,359
446,607,5,359
3,607,5,359
40,600,0,361
255,600,0,361
403,255,1,361
403,40,1,361
112,40,1,361
152,40,1,361
372,152,2,361
372,112,2,361
870,112,2,361
1058,112,2,361
177,1058,3,361
656,1058,3,361
177,870,3,361
656,870,3,361
1259,441,0,362
299,214,0,365
1262,214,0,365
85,721,0,367
1404,1315,0,368
896,637,0,369
143,896,1,369
1046,896,1,369
1126,143,2,369
1126,1046,2,369
654,1046,2,369
1203,1349,0,370
284,316,0,372
746,284,1,372
292,746,2,372
453,746,2,372
605,746,2,372
567,292,3,372
567,453,3,372
567,605,3,372
410,219,0,373
915,219,0,373
98,728,0,378
999,1077,0,379
1064,1077,0,379
1143,999,1,379
1143,1064,1,379
757,1064,1,379
32,1143,2,379
1134,1143,2,379
32,757,2,379
1134,757,2,379
274,757,2,379
953,873,0,381
986,873,0,381
1325,534,0,382
1004,1069,0,383
1080,1069,0,383
1349,1311,0,386
1124,1491,0,388
65,821,0,389
371,338,0,390
393,338,0,390
442,393,1,390
442,371,1,390
28,371,1,390
796,371,1,390
104,796,2,390
476,796,2,390
801,796,2,390
104,442,2,390
476,442,2,390
801,442,2,390
933,442,2,390
104,28,2,390
476,28,2,390
801,28,2,390
933,28,2,390
898,28,2,390
961,933,3,390
961,898,3,390
961,104,3,390
961,801,3,390
955,801,3,390
961,476,3,390
955,476,3,390
3,961,4,390
1231,961,4,390
3,955,4,390
1231,955,4,390
673,955,4,390
85,3,5,390
640,3,5,390
785,3,5,390
85,1231,5,390
640,1231,5,390
785,1231,5,390
205,1231,5,390
85,673,5,390
640,673,5,390
785,673,5,390
205,673,5,390
386,673,5,390
618,673,5,390
166,386,6,390
166,205,6,390
469,205,6,390
166,640,6,390
469,640,6,390
727,640,6,390
166,785,6,390
469,785,6,390
727,785,6,390
60,785,6,390
1291,166,7,390
1291,469,7,390
1291,727,7,390
667,727,7,390
1291,60,7,390
667,60,7,390
164,60,7,390
336,60,7,390
641,336,8,390
641,164,8,390
203,200,0,392
575,200,0,392
1127,200,0,392
75,575,1,392
116,575,1,392
75,203,1,392
116,203,1,392
75,1127,1,392
116,1127,1,392
463,1127,1,392
99,463,2,392
304,463,2,392
131,99,3,392
46,131,4,392
481,591,0,396
539,309,0,397
567,1311,0,399
1347,1311,0,399
1174,1433,0,401
1336,1433,0,401
1456,1423,0,403
165,732,0,404
1206,165,1,404
1105,1183,0,407
638,5,0,408
717,5,0,408
150,638,1,408
366,638,1,408
781,638,1,408
150,717,1,408
366,717,1,408
781,717,1,408
568,717,1,408
112,150,2,408
391,150,2,408
112,568,2,408
391,568,2,408
112,366,2,408
391,366,2,408
75,366,2,408
112,781,2,408
391,781,2,408
75,781,2,408
831,112,3,408
831,391,3,408
225,391,3,408
281,391,3,408
373,391,3,408
678,391,3,408
27,831,4,408
27,373,4,408
27,281,4,408
524,281,4,408
27,225,4,408
524,225,4,408
185,225,4,408
368,225,4,408
748,225,4,408
260,524,5,408
471,524,5,408
597,524,5,408
676,524,5,408
260,185,5,408
471,185,5,408
597,185,5,408
676,185,5,408
260,748,5,408
471,748,5,408
597,748,5,408
676,748,5,408
386,748,5,408
260,27,5,408
471,27,5,408
597,27,5,408
676,27,5,408
386,27,5,408
331,676,6,408
924,676,6,408
331,260,6,408
924,260,6,408
303,260,6,408
461,260,6,408
331,471,6,408
924,471,6,408
303,471,6,408
461,471,6,408
533,303,7,408
1079,303,7,408
533,331,7,408
1079,331,7,408
533,924,7,408
1079,924,7,408
62,924,7,408
533,461,7,408
1079,461,7,408
62,461,7,408
101,461,7,408
339,461,7,408
451,461,7,408
35,1079,8,408
425,1079,8,408
439,1079,8,408
799,1079,8,408
35,101,8,408
425,101,8,408
439,101,8,408
799,101,8,408
201,101,8,408
324,101,8,408
830,101,8,408
532,201,9,408
532,830,9,408
180,830,9,408
677,830,9,408
760,830,9,408
532,799,9,408
180,799,9,408
677,799,9,408
760,799,9,408
532,425,9,408
180,425,9,408
677,425,9,408
760,425,9,408
532,324,9,408
180,324,9,408
677,324,9,408
760,324,9,408
532,439,9,408
180,439,9,408
677,439,9,408
760,439,9,408
532,35,9,408
180,35,9,408
677,35,9,408
760,35,9,408
238,35,9,408
240,35,9,408
658,35,9,408
1208,35,9,408
94,238,10,408
973,238,10,408
94,760,10,408
973,760,10,408
463,760,10,408
94,180,10,408
973,180,10,408
463,180,10,408
330,180,10,408
570,180,10,408
968,180,10,408
94,677,10,408
973,677,10,408
463,677,10,408
330,677,10,408
570,677,10,408
968,677,10,408
109,677,10,408
94,658,10,408
973,658,10,408
463,658,10,408
330,658,10,408
570,658,10,408
968,658,10,408
109,658,10,408
272,658,10,408
94,240,10,408
973,240,10,408
463,240,10,408
330,240,10,408
570,240,10,408
968,240,10,408
109,240,10,408
272,240,10,408
659,240,10,408
94,1208,10,408
973,1208,10,408
463,1208,10,408
330,1208,10,408
570,1208,10,408
968,1208,10,408
109,1208,10,408
272,1208,10,408
659,1208,10,408
412,1208,10,408
94,532,10,408
973,532,10,408
463,532,10,408
330,532,10,408
570,532,10,408
968,532,10,408
109,532,10,408
272,532,10,408
659,532,10,408
412,532,10,408
645,532,10,408
15,463,11,408
269,463,11,408
15,570,11,408
269,570,11,408
17,570,11,408
1453,570,11,408
15,968,11,408
269,968,11,408
17,968,11,408
1453,968,11,408
15,272,11,408
269,272,11,408
17,272,11,408
1453,272,11,408
137,272,11,408
15,330,11,408
269,330,11,408
17,330,11,408
1453,330,11,408
137,330,11,408
23,330,11,408
669,330,11,408
1090,330,11,408
15,109,11,408
269,109,11,408
17,109,11,408
1453,109,11,408
137,109,11,408
23,109,11,408
669,109,11,408
1090,109,11,408
613,109,11,408
798,109,11,408
15,94,11,408
269,94,11,408
17,94,11,408
1453,94,11,408
137,94,11,408
23,94,11,408
669,94,11,408
1090,94,11,408
613,94,11,408
798,94,11,408
21,94,11,408
230,94,11,408
371,94,11,408
15,412,11,408
269,412,11,408
17,412,11,408
1453,412,11,408
137,412,11,408
23,412,11,408
669,412,11,408
1090,412,11,408
613,412,11,408
798,412,11,408
21,412,11,408
230,412,11,408
371,412,11,408
15,659,11,408
269,659,11,408
17,659,11,408
1453,659,11,408
137,659,11,408
23,659,11,408
669,659,11,408
1090,659,11,408
613,659,11,408
798,659,11,408
21,659,11,408
230,659,11,408
371,659,11,408
15,973,11,408
269,973,11,408
17,973,11,408
1453,973,11,408
137,973,11,408
23,973,11,408
669,973,11,408
1090,973,11,408
613,973,11,408
798,973,11,408
21,973,11,408
230,973,11,408
371,973,11,408
663,973,11,408
1044,973,11,408
96,1090,12,408
108,1090,12,408
96,23,12,408
108,23,12,408
275,23,12,408
826,23,12,408
878,23,12,408
932,23,12,408
96,1044,12,408
108,1044,12,408
275,1044,12,408
826,1044,12,408
878,1044,12,408
932,1044,12,408
991,1044,12,408
96,21,12,408
108,21,12,408
275,21,12,408
826,21,12,408
878,21,12,408
932,21,12,408
991,21,12,408
96,663,12,408
108,663,12,408
275,663,12,408
826,663,12,408
878,663,12,408
932,663,12,408
991,663,12,408
96,798,12,408
108,798,12,408
275,798,12,408
826,798,12,408
878,798,12,408
932,798,12,408
991,798,12,408
96,17,12,408
108,17,12,408
275,17,12,408
826,17,12,408
878,17,12,408
932,17,12,408
991,17,12,408
769,17,12,408
96,371,12,408
108,371,12,408
275,371,12,408
826,371,12,408
878,371,12,408
932,371,12,408
991,371,12,408
769,371,12,408
96,669,12,408
108,669,12,408
275,669,12,408
826,669,12,408
878,669,12,408
932,669,12,408
991,669,12,408
769,669,12,408
96,269,12,408
108,269,12,408
275,269,12,408
826,269,12,408
878,269,12,408
932,269,12,408
991,269,12,408
769,269,12,408
159,269,12,408
1152,269,12,408
96,1453,12,408
108,1453,12,408
275,1453,12,408
826,1453,12,408
878,1453,12,408
932,1453,12,408
991,1453,12,408
769,1453,12,408
159,1453,12,408
1152,1453,12,408
96,15,12,408
108,15,12,408
275,15,12,408
826,15,12,408
878,15,12,408
932,15,12,408
991,15,12,408
769,15,12,408
159,15,12,408
1152,15,12,408
